=== CROSS-GROUP CORRELATIONS : security1 ===
Generated              : 2026-04-20 17:27:27
Cross-group entries    : 12
Groups affected        : ?, Launch, Login, Logout, Roles, Section_roles, Section_roles_search, permission

==================================================================================================================================
  TABLE 1 — CROSS-GROUP VARIABLES  (tokens that cross group boundaries)
==================================================================================================================================

  #     |  Variable                      |  Captured Value                        |  Source Group        |  Sess   |  Method  |  Source URL                                            |  Resp Field                      |  Extractor Hint                                          
  -----+------------------------------+--------------------------------------+--------------------+-------+--------+------------------------------------------------------+--------------------------------+---------------------------------------------------------
  1     |  ${ASP_NET_SessionId}          |  uzb3ro3lr3f32dfxx5jxm5x0              |  Launch              |  2      |  GET     |  https://test.connexus.com/                            |  response.headers.Set-Cookie     |  Regex Extractor (response header Set-Cookie): ASP\.NET_S
  2     |  ${sendTo}                     |  /default.aspx                         |  Launch              |  3      |  GET     |  https://test.connexus.com/login?sendTo=%2fdefault.as  |  response.body                   |  Boundary/Regex Extractor (response header Location): sen
  3     |  ${token}                      |  371749547                             |  Launch              |  2      |  GET     |  https://test.connexus.com/                            |  response.headers.Location       |  Boundary/Regex Extractor (response header Location): tok
  4     |  ${a_href}                     |  /login?sendTo=%2fdefault.aspx&token=  |  Launch              |  2      |  GET     |  https://test.connexus.com/                            |  response.headers.Location       |  JSON Path Extractor (response body): $.html.body.h2.a[@h
  5     |  ${client_id}                  |  PVS-Client                            |  Login               |  49     |  GET     |  https://test.connexus.com/login/IesLogin/IesAuthenti  |  response.headers.Location       |  Boundary/Regex Extractor (response header Location): cli
  6     |  ${redirect_uri}               |  https://test.connexus.com/ieslogin    |  Login               |  50     |  GET     |  https://iam-ppe.pearson.com/auth/oauth2/realms/pears  |  response.headers.Location       |  Boundary/Regex Extractor (response header Location): red
  7     |  ${state}                      |  6addfd08-6723-433c-ac82-a45872d63d42  |  Login               |  49     |  GET     |  https://test.connexus.com/login/IesLogin/IesAuthenti  |  response.headers.Location       |  Boundary/Regex Extractor (response header Location): sta
  8     |  ${code_challenge}             |  LNcV8fj0umEKAFd0EiaatJD-A7GW5qxCOeHK  |  Login               |  49     |  GET     |  https://test.connexus.com/login/IesLogin/IesAuthenti  |  response.headers.Location       |  Boundary/Regex Extractor (response header Location): cod
  9     |  ${idWebuserEncrypted}         |  F10AC1A145E18F3579D450FE9544FA31      |  Login               |  77     |  GET     |  https://test.connexus.com/ieslogin?code=puZ7nx0excoB  |  response.headers.Set-Cookie     |  Regex Extractor (response header Set-Cookie): idWebuserE
  10    |  ${ASP_NET_SessionId}          |  ayxanhn3nr0r4wp3wtlp0elq              |  Logout              |  359    |  GET     |  https://test.connexus.com/logout                      |  response.headers.Set-Cookie     |  Regex Extractor (response header Set-Cookie): ASP\.NET_S
  11    |  ${token}                      |  52573380                              |  Logout              |  361    |  GET     |  https://test.connexus.com/                            |  response.headers.Location       |  Boundary/Regex Extractor (response header Location): tok
  12    |  ${a_href}                     |  /login?sendTo=%2fdefault.aspx&token=  |  Logout              |  361    |  GET     |  https://test.connexus.com/                            |  response.headers.Location       |  JSON Path Extractor (response body): $.html.body.h2.a[@h


==================================================================================================================================
  TABLE 2 — CROSS-GROUP DESTINATION MAP  (where each variable is consumed)
==================================================================================================================================

  Variable                    |  Source Group        |  Dst Group           |  Dst Sess  |  Dst Method  |  Destination URL                                             |  Destination Field                     
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  117       |  GET         |  https://test.connexus.com/images/icons/error_red.svg        |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  118       |  GET         |  https://test.connexus.com/WebResource.axd?d=pynGkmcFUV13He  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  119       |  GET         |  https://test.connexus.com/blank.html                        |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  120       |  GET         |  https://test.connexus.com/_stylesheets/pvs-design-tokens.c  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  121       |  GET         |  https://test.connexus.com/Telerik.Web.UI.WebResource.axd?_  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  122       |  GET         |  https://test.connexus.com/content/media/4626651-272025-516  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  123       |  GET         |  https://test.connexus.com/content/media/2015125-8132020-10  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  124       |  GET         |  https://test.connexus.com/_control/_images/portalletEnhanc  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  125       |  GET         |  https://test.connexus.com/_control/_images/portalletEnhanc  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  126       |  GET         |  https://test.connexus.com/images/headerIconSprites@1x.png?  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  127       |  GET         |  https://test.connexus.com/content/media/2015125-8132020-12  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  128       |  GET         |  https://test.connexus.com/images/logos/PearsonLogo.png      |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  130       |  GET         |  https://test.connexus.com/images/icons/email_black_24dp.sv  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  131       |  GET         |  https://test.connexus.com/images/icons/phone_black_24dp.sv  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  132       |  GET         |  https://test.connexus.com/images/icons/people_black_24dp.s  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  133       |  GET         |  https://test.connexus.com/images/badge.png                  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  135       |  GET         |  https://test.connexus.com/images/icons/laptop.png           |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  138       |  GET         |  https://test.connexus.com/images/icons/default_app_icon.pn  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  140       |  GET         |  https://test.connexus.com/_stylesheets/print.css?v=2014_i1  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Login               |  142       |  GET         |  https://test.connexus.com/connexus_favicon.ico              |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  147       |  GET         |  https://test.connexus.com/images/header/home.svg            |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  148       |  GET         |  https://test.connexus.com/images/header/more.svg            |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  149       |  GET         |  https://test.connexus.com/_skin/supportFiles/1/572000-7620  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  150       |  GET         |  https://test.connexus.com/images/header/mail.svg            |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  151       |  GET         |  https://test.connexus.com/images/header/message_boards.svg  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  152       |  GET         |  https://test.connexus.com/images/header/gradebook.svg       |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  153       |  GET         |  https://test.connexus.com/images/header/app_dashboard.svg   |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  154       |  GET         |  https://test.connexus.com/images/header/issue_aware.svg     |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  155       |  GET         |  https://test.connexus.com/images/header/hamburger.svg       |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  156       |  GET         |  https://test.connexus.com/images/header/mobile_home.svg     |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  157       |  GET         |  https://test.connexus.com/images/header/mobile_app_dashboa  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  158       |  GET         |  https://test.connexus.com/images/header/mobile_planner.svg  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  160       |  GET         |  https://test.connexus.com/images/header/mobile_web_mail.sv  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  161       |  GET         |  https://test.connexus.com/images/header/mobile_message_boa  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  162       |  GET         |  https://test.connexus.com/images/header/mobile_gradebook.s  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  163       |  GET         |  https://test.connexus.com/images/header/mobile_issue_aware  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  164       |  GET         |  https://test.connexus.com/images/header/mobile_virtual_lib  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  165       |  GET         |  https://test.connexus.com/images/header/mobile_user_manage  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  166       |  GET         |  https://test.connexus.com/images/header/mobile_role_manage  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  167       |  GET         |  https://test.connexus.com/images/header/mobile_location_ma  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  168       |  GET         |  https://test.connexus.com/images/header/mobile_section_man  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  169       |  GET         |  https://test.connexus.com/images/header/mobile_school_dire  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  170       |  GET         |  https://test.connexus.com/images/header/CustomizationManag  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  171       |  GET         |  https://test.connexus.com/images/header/mobile_feedback.sv  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  172       |  GET         |  https://test.connexus.com/images/header/mobile_my_defaults  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  173       |  GET         |  https://test.connexus.com/images/header/mobile_help.svg     |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  175       |  GET         |  https://test.connexus.com/security/                         |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  180       |  GET         |  https://test.connexus.com/js/textbox.js                     |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  181       |  GET         |  https://test.connexus.com/_stylesheets/selector.1.css?v=20  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  permission          |  184       |  GET         |  https://test.connexus.com/images/buttons/buttonSprites.gif  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles_sear  |  209       |  POST        |  https://test.connexus.com/security/                         |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles_sear  |  216       |  GET         |  https://test.connexus.com/_stylesheets/popOverWindow.css    |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles_sear  |  217       |  GET         |  https://test.connexus.com/images/help.gif                   |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles_sear  |  219       |  GET         |  https://test.connexus.com/images/Closebox.gif               |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles_sear  |  220       |  GET         |  https://test.connexus.com/images/resize_blue.gif            |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  238       |  GET         |  https://test.connexus.com/security/permission.aspx?idPermi  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  245       |  GET         |  https://test.connexus.com/_control/validators/js/requiredF  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  246       |  GET         |  https://test.connexus.com/_stylesheets/mainNew.css?v=2014_  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  247       |  GET         |  https://test.connexus.com/ScriptResource.axd?d=nv7asgRUU0t  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  252       |  GET         |  https://test.connexus.com/images/buttons/caPredefinedIcons  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Roles               |  265       |  GET         |  https://test.connexus.com/security/permissionRoles.aspx?id  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Roles               |  272       |  GET         |  https://test.connexus.com/_stylesheets/radTreeView.css?v=2  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Roles               |  273       |  GET         |  https://test.connexus.com/Telerik.Web.UI.WebResource.axd?_  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Roles               |  274       |  GET         |  https://test.connexus.com/Telerik.Web.UI.WebResource.axd?c  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  291       |  GET         |  https://test.connexus.com/security/permissionSectionRoles.  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  298       |  GET         |  https://test.connexus.com/security/js/permissionSectionRol  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  299       |  GET         |  https://test.connexus.com/js/radGrid.js                     |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  300       |  GET         |  https://test.connexus.com/security/_stylesheets/permission  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  301       |  GET         |  https://test.connexus.com/_stylesheets/radGrid.css          |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  302       |  GET         |  https://test.connexus.com/Telerik.Web.UI.WebResource.axd?_  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  303       |  GET         |  https://test.connexus.com/_control/_images/checkboxUnSelec  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  304       |  GET         |  https://test.connexus.com/_control/_images/checkboxSelecte  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  305       |  GET         |  https://test.connexus.com/Telerik.Web.UI.WebResource.axd?c  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  310       |  GET         |  https://test.connexus.com/WebResource.axd?d=UKPH7T3wzGTp2D  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  311       |  GET         |  https://test.connexus.com/WebResource.axd?d=48uKhy0RZj1XWO  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  312       |  GET         |  https://test.connexus.com/WebResource.axd?d=GGZuOoGk3rktUs  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  313       |  GET         |  https://test.connexus.com/security/images/bluegradient.gif  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  314       |  GET         |  https://test.connexus.com/WebResource.axd?d=hPIpIgJ9qWbUeT  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  315       |  GET         |  https://test.connexus.com/WebResource.axd?d=yWK1vtrmnsd3ad  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Section_roles       |  316       |  GET         |  https://test.connexus.com/errors/404.aspx?aspxerrorpath=/W  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  329       |  GET         |  https://test.connexus.com/security/permissionVisibility.as  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  336       |  GET         |  https://test.connexus.com/images/inheritance/selectedCasca  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  337       |  GET         |  https://test.connexus.com/images/inheritance/notSelectedCa  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  338       |  GET         |  https://test.connexus.com/images/inheritance/selectedNotCa  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  339       |  GET         |  https://test.connexus.com/images/inheritance/notSelectedNo  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  ?                   |  340       |  GET         |  https://test.connexus.com/images/inheritance/selectedInher  |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Logout              |  358       |  GET         |  https://test.connexus.com/logoff.aspx                       |  request.headers.Cookie                
  ${ASP_NET_SessionId}        |  Launch              |  Logout              |  359       |  GET         |  https://test.connexus.com/logout                            |  request.headers.Cookie                
  ${sendTo}                   |  Launch              |  Login               |  78        |  GET         |  https://test.connexus.com/default.aspx                      |  request.url.path                      
  ${token}                    |  Launch              |  Login               |  48        |  POST        |  https://test.connexus.com/login/IesLogin/DetermineLandingP  |  request.headers.Referer               
  ${token}                    |  Launch              |  Login               |  49        |  GET         |  https://test.connexus.com/login/IesLogin/IesAuthentication  |  request.headers.Referer               
  ${a_href}                   |  Launch              |  Login               |  48        |  POST        |  https://test.connexus.com/login/IesLogin/DetermineLandingP  |  request.headers.Referer               
  ${a_href}                   |  Launch              |  Login               |  49        |  GET         |  https://test.connexus.com/login/IesLogin/IesAuthentication  |  request.headers.Referer               
  ${client_id}                |  Login               |  Logout              |  360       |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/connect/en  |  request.headers.Cookie                
  ${redirect_uri}             |  Login               |  Logout              |  360       |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/connect/en  |  request.headers.Cookie                
  ${state}                    |  Login               |  Logout              |  360       |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/connect/en  |  request.headers.Cookie                
  ${code_challenge}           |  Login               |  Logout              |  360       |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/connect/en  |  request.headers.Cookie                
  ${idWebuserEncrypted}       |  Login               |  permission          |  147       |  GET         |  https://test.connexus.com/images/header/home.svg            |  request.headers.Cookie                
  ${idWebuserEncrypted}       |  Login               |  permission          |  148       |  GET         |  https://test.connexus.com/images/header/more.svg            |  request.headers.Cookie                
  ${idWebuserEncrypted}       |  Login               |  permission          |  149       |  GET         |  https://test.connexus.com/_skin/supportFiles/1/572000-7620  |  request.headers.Cookie                
  ${idWebuserEncrypted}       |  Login               |  permission          |  150       |  GET         |  https://test.connexus.com/images/header/mail.svg            |  request.headers.Cookie                
