=== COMBINED CORRELATIONS : security1 ===
Generated              : 2026-04-20 17:49:13
Groups with correlations: 4
Total dynamic variables : 14
Total destination links : 214

==================================================================================================================================
  TABLE 1 — DYNAMIC VARIABLES  (what to extract and from where)
==================================================================================================================================

  #     |  Group                 |  Variable                      |  Captured Value                        |  Sess   |  Method  |  Source URL                                            |  Response Field                    |  Extractor Hint                                            
  -----+----------------------+------------------------------+--------------------------------------+-------+--------+------------------------------------------------------+----------------------------------+-----------------------------------------------------------
  1     |  Launch                |  ${ASP_NET_SessionId}          |  uzb3ro3lr3f32dfxx5jxm5x0              |  2      |  GET     |  https://test.connexus.com/                            |  response.headers.Set-Cookie       |  Regex Extractor (response header Set-Cookie): ASP\.NET_Ses
  2     |  Launch                |  ${token}                      |  371749547                             |  2      |  GET     |  https://test.connexus.com/                            |  response.headers.Location         |  Boundary/Regex Extractor (response header Location): token
  3     |  Login                 |  ${response_type}              |  code                                  |  49     |  GET     |  https://test.connexus.com/login/IesLogin/IesAuthenti  |  response.headers.Location         |  Boundary/Regex Extractor (response header Location): respo
  4     |  Login                 |  ${client_id}                  |  PVS-Client                            |  49     |  GET     |  https://test.connexus.com/login/IesLogin/IesAuthenti  |  response.headers.Location         |  Boundary/Regex Extractor (response header Location): clien
  5     |  Login                 |  ${redirect_uri}               |  https://test.connexus.com/ieslogin    |  50     |  GET     |  https://iam-ppe.pearson.com/auth/oauth2/realms/pears  |  response.headers.Location         |  Boundary/Regex Extractor (response header Location): redir
  6     |  Login                 |  ${state}                      |  6addfd08-6723-433c-ac82-a45872d63d42  |  49     |  GET     |  https://test.connexus.com/login/IesLogin/IesAuthenti  |  response.headers.Location         |  Boundary/Regex Extractor (response header Location): state
  7     |  Login                 |  ${code_challenge}             |  LNcV8fj0umEKAFd0EiaatJD-A7GW5qxCOeHK  |  49     |  GET     |  https://test.connexus.com/login/IesLogin/IesAuthenti  |  response.headers.Location         |  Boundary/Regex Extractor (response header Location): code_
  8     |  Login                 |  ${idWebuserEncrypted}         |  F10AC1A145E18F3579D450FE9544FA31      |  77     |  GET     |  https://test.connexus.com/ieslogin?code=puZ7nx0excoB  |  response.headers.Set-Cookie       |  Regex Extractor (response header Set-Cookie): idWebuserEnc
  9     |  Section_roles_search  |  ${EVENTTARGET}                |  permissions$searchButton              |  None   |          |                                                        |                                    |  Regex Extractor (response body HTML): name="__EVENTTARGET"
  10    |  Section_roles_search  |  ${VIEWSTATE}                  |  LW9Clr8z8CEFgmRV19etdbDQbWZMgotuWeNC  |  None   |          |                                                        |                                    |  Regex Extractor (response body HTML): name="__VIEWSTATE"[^
  11    |  Section_roles_search  |  ${VIEWSTATEGENERATOR}         |  92C27389                              |  None   |          |                                                        |                                    |  Regex Extractor (response body HTML): name="__VIEWSTATEGEN
  12    |  Logout                |  ${ASP_NET_SessionId}          |  ayxanhn3nr0r4wp3wtlp0elq              |  359    |  GET     |  https://test.connexus.com/logout                      |  response.headers.Set-Cookie       |  Regex Extractor (response header Set-Cookie): ASP\.NET_Ses
  13    |  Logout                |  ${id_token_hint}              |  eyJ0eXAiOiJKV1QiLCJraWQiOiJ3VTNpZklJ  |  359    |  GET     |  https://test.connexus.com/logout                      |  response.headers.Location         |  Boundary/Regex Extractor (response header Location): id_to
  14    |  Logout                |  ${token}                      |  52573380                              |  361    |  GET     |  https://test.connexus.com/                            |  response.headers.Location         |  Boundary/Regex Extractor (response header Location): token


==================================================================================================================================
  TABLE 2 — CORRELATION MAP  (where each variable is consumed)
==================================================================================================================================

  Group                 |  Variable                      |  Src Sess  |  Dst Sess  |  Dst Method  |  Destination URL                                             |  Destination Field                       
  Launch                |  ${ASP_NET_SessionId}          |  2         |  33        |  GET         |  https://test.connexus.com/images/loginIconSprites.png       |  request.headers.Cookie                  
  Launch                |  ${ASP_NET_SessionId}          |  2         |  34        |  GET         |  https://test.connexus.com/_skin/supportFiles/1/1170370-101  |  request.headers.Cookie                  
  Launch                |  ${ASP_NET_SessionId}          |  2         |  35        |  POST        |  https://test.connexus.com/SystemMessage.ashx?overrideAllow  |  request.headers.Cookie                  
  Launch                |  ${token}                      |  2         |  3         |  GET         |  https://test.connexus.com/login?sendTo=%2fdefault.aspx&tok  |  request.url.query[token]                
  Launch                |  ${token}                      |  2         |  5         |  GET         |  https://test.connexus.com/js/jquery.validate.min.js         |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  12        |  GET         |  https://test.connexus.com/_stylesheets/debugHide.css        |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  13        |  GET         |  https://test.connexus.com/content/_stylesheets/login.min.c  |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  14        |  GET         |  https://test.connexus.com/_stylesheets/cxForms.css          |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  15        |  GET         |  https://test.connexus.com/_stylesheets/cxOverlay.css        |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  16        |  GET         |  https://test.connexus.com/_stylesheets/feedback.css         |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  17        |  GET         |  https://test.connexus.com/_control/page/iconBar/_styleshee  |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  18        |  GET         |  https://test.connexus.com/js/jquery.validate.unobtrusive.j  |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  19        |  GET         |  https://test.connexus.com/js/moment.min.js                  |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  20        |  GET         |  https://test.connexus.com/js/utils.js                       |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  21        |  GET         |  https://test.connexus.com/js/connexusForms.js               |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  22        |  GET         |  https://test.connexus.com/js/cxoverlay.js                   |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  23        |  GET         |  https://test.connexus.com/js/cxHandlers.js                  |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  24        |  GET         |  https://test.connexus.com/_control/page/js/iconBar.js       |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  25        |  GET         |  https://test.connexus.com/js/header.js                      |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  26        |  GET         |  https://test.connexus.com/js/feedbackOverlay.js             |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  27        |  GET         |  https://test.connexus.com/js/systemMessageClient.js         |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  28        |  GET         |  https://test.connexus.com/js/newRelicBrowserMonitoring.js   |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  29        |  GET         |  https://test.connexus.com/js/loginChatBotBalloon.js         |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  30        |  GET         |  https://test.connexus.com/_skin/supportFiles/1/572000-7620  |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  31        |  GET         |  https://test.connexus.com/js/pearsonStatusMessageHandler.j  |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  34        |  GET         |  https://test.connexus.com/_skin/supportFiles/1/1170370-101  |  request.headers.Referer                 
  Launch                |  ${token}                      |  2         |  35        |  POST        |  https://test.connexus.com/SystemMessage.ashx?overrideAllow  |  request.headers.Referer                 
  Login                 |  ${response_type}              |  49        |  50        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/realms/pearson/aut  |  request.url.query[response_type]        
  Login                 |  ${response_type}              |  49        |  67        |  GET         |  https://iam-ppe.pearson.com/auth?realm=/pearson&service=In  |  request.url.query[goto]                 
  Login                 |  ${response_type}              |  49        |  68        |  GET         |  https://iam-ppe.pearson.com/auth/?realm=/pearson&service=I  |  request.url.query[goto]                 
  Login                 |  ${response_type}              |  49        |  69        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&s  |  request.url.query[goto]                 
  Login                 |  ${response_type}              |  49        |  70        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&servi  |  request.url.query[goto]                 
  Login                 |  ${response_type}              |  49        |  71        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${response_type}              |  49        |  72        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/authorize?  |  request.url.query[response_type]        
  Login                 |  ${response_type}              |  49        |  73        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&a  |  request.url.query[goto]                 
  Login                 |  ${response_type}              |  49        |  74        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&authI  |  request.url.query[goto]                 
  Login                 |  ${response_type}              |  49        |  76        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/authorize?  |  request.url.query[response_type]        
  Login                 |  ${response_type}              |  49        |  77        |  GET         |  https://test.connexus.com/ieslogin?code=puZ7nx0excoBt3F9pQ  |  request.url                             
  Login                 |  ${client_id}                  |  49        |  50        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/realms/pearson/aut  |  request.url.query[client_id]            
  Login                 |  ${client_id}                  |  49        |  51        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&a  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  52        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&authI  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  57        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  58        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  59        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  60        |  POST        |  https://www.google-analytics.com/g/collect?v=2&tid=G-R7TJP  |  request.url.query[dl]                   
  Login                 |  ${client_id}                  |  49        |  61        |  GET         |  https://iam-ppe.pearson.com/auth/idpredirect.jsp?serviceNa  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  62        |  GET         |  https://iam-ppe.pearson.com/auth/UI/?realm=/pearson&servic  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  63        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&servi  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  64        |  POST        |  https://www.google-analytics.com/g/collect?v=2&tid=G-R7TJP  |  request.url.query[dl]                   
  Login                 |  ${client_id}                  |  49        |  65        |  POST        |  https://www.google-analytics.com/g/collect?v=2&tid=G-R7TJP  |  request.url.query[dl]                   
  Login                 |  ${client_id}                  |  49        |  66        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  67        |  GET         |  https://iam-ppe.pearson.com/auth?realm=/pearson&service=In  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  68        |  GET         |  https://iam-ppe.pearson.com/auth/?realm=/pearson&service=I  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  69        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&s  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  70        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&servi  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  71        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  72        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/authorize?  |  request.url.query[client_id]            
  Login                 |  ${client_id}                  |  49        |  73        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&a  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  74        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&authI  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  75        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${client_id}                  |  49        |  76        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/authorize?  |  request.url.query[client_id]            
  Login                 |  ${client_id}                  |  49        |  77        |  GET         |  https://test.connexus.com/ieslogin?code=puZ7nx0excoBt3F9pQ  |  request.url.query[client_id]            
  Login                 |  ${redirect_uri}               |  50        |  51        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&a  |  request.url.query[goto]                 
  Login                 |  ${redirect_uri}               |  50        |  52        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&authI  |  request.url.query[goto]                 
  Login                 |  ${redirect_uri}               |  50        |  57        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${redirect_uri}               |  50        |  58        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${redirect_uri}               |  50        |  59        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${redirect_uri}               |  50        |  61        |  GET         |  https://iam-ppe.pearson.com/auth/idpredirect.jsp?serviceNa  |  request.headers.Referer                 
  Login                 |  ${redirect_uri}               |  50        |  62        |  GET         |  https://iam-ppe.pearson.com/auth/UI/?realm=/pearson&servic  |  request.headers.Referer                 
  Login                 |  ${redirect_uri}               |  50        |  63        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&servi  |  request.headers.Referer                 
  Login                 |  ${redirect_uri}               |  50        |  66        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.headers.Cookie                  
  Login                 |  ${redirect_uri}               |  50        |  67        |  GET         |  https://iam-ppe.pearson.com/auth?realm=/pearson&service=In  |  request.headers.Cookie                  
  Login                 |  ${redirect_uri}               |  50        |  68        |  GET         |  https://iam-ppe.pearson.com/auth/?realm=/pearson&service=I  |  request.headers.Cookie                  
  Login                 |  ${redirect_uri}               |  50        |  69        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&s  |  request.headers.Cookie                  
  Login                 |  ${redirect_uri}               |  50        |  70        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&servi  |  request.headers.Cookie                  
  Login                 |  ${redirect_uri}               |  50        |  71        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.headers.Cookie                  
  Login                 |  ${redirect_uri}               |  50        |  72        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/authorize?  |  request.url.query[redirect_uri]         
  Login                 |  ${redirect_uri}               |  50        |  73        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&a  |  request.url.query[goto]                 
  Login                 |  ${redirect_uri}               |  50        |  74        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&authI  |  request.url.query[goto]                 
  Login                 |  ${redirect_uri}               |  50        |  75        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${redirect_uri}               |  50        |  76        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/authorize?  |  request.url.query[redirect_uri]         
  Login                 |  ${redirect_uri}               |  50        |  77        |  GET         |  https://test.connexus.com/ieslogin?code=puZ7nx0excoBt3F9pQ  |  request.url                             
  Login                 |  ${state}                      |  49        |  50        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/realms/pearson/aut  |  request.url.query[state]                
  Login                 |  ${state}                      |  49        |  51        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&a  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  52        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&authI  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  57        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  58        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  59        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  60        |  POST        |  https://www.google-analytics.com/g/collect?v=2&tid=G-R7TJP  |  request.url.query[dl]                   
  Login                 |  ${state}                      |  49        |  61        |  GET         |  https://iam-ppe.pearson.com/auth/idpredirect.jsp?serviceNa  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  62        |  GET         |  https://iam-ppe.pearson.com/auth/UI/?realm=/pearson&servic  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  63        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&servi  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  64        |  POST        |  https://www.google-analytics.com/g/collect?v=2&tid=G-R7TJP  |  request.url.query[dl]                   
  Login                 |  ${state}                      |  49        |  65        |  POST        |  https://www.google-analytics.com/g/collect?v=2&tid=G-R7TJP  |  request.url.query[dl]                   
  Login                 |  ${state}                      |  49        |  66        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  67        |  GET         |  https://iam-ppe.pearson.com/auth?realm=/pearson&service=In  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  68        |  GET         |  https://iam-ppe.pearson.com/auth/?realm=/pearson&service=I  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  69        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&s  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  70        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&servi  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  71        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  72        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/authorize?  |  request.url.query[state]                
  Login                 |  ${state}                      |  49        |  73        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&a  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  74        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&authI  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  75        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${state}                      |  49        |  76        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/pearson/authorize?  |  request.url.query[state]                
  Login                 |  ${state}                      |  49        |  77        |  GET         |  https://test.connexus.com/ieslogin?code=puZ7nx0excoBt3F9pQ  |  request.url.query[state]                
  Login                 |  ${code_challenge}             |  49        |  50        |  GET         |  https://iam-ppe.pearson.com/auth/oauth2/realms/pearson/aut  |  request.url.query[code_challenge]       
  Login                 |  ${code_challenge}             |  49        |  51        |  GET         |  https://iam-ppe.pearson.com/auth/UI/Login?realm=/pearson&a  |  request.url.query[goto]                 
  Login                 |  ${code_challenge}             |  49        |  52        |  GET         |  https://iam-ppe.pearson.com/auth/XUI/?realm=/pearson&authI  |  request.url.query[goto]                 
  Login                 |  ${code_challenge}             |  49        |  57        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${code_challenge}             |  49        |  58        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${code_challenge}             |  49        |  59        |  POST        |  https://iam-ppe.pearson.com/auth/json/realms/root/realms/p  |  request.url.query[goto]                 
  Login                 |  ${code_challenge}             |  49        |  60        |  POST        |  https://www.google-analytics.com/g/collect?v=2&tid=G-R7TJP  |  request.url.query[dl]                   
  Login                 |  ${code_challenge}             |  49        |  61        |  GET         |  https://iam-ppe.pearson.com/auth/idpredirect.jsp?serviceNa  |  request.url.query[goto]                 
  Login                 |  ${code_challenge}             |  49        |  62        |  GET         |  https://iam-ppe.pearson.com/auth/UI/?realm=/pearson&servic  |  request.url.query[goto]                 
